title,source,date,category,narasi,penjelasan,url,status
Hoaks! Poster rekrutmen BPJS Kesehatan 2023,ANTARA,28 September 2023,Ekonomi,"Jakarta (ANTARA/JACX) – Sebuah postingan diTikTokmenampilkan poster rekrutmen BPJS Kesehatan 2023. Dalam poster tersebut terdapat informasi posisi, kualifikasi dan fasilitas.

Fasilitas yang didapatkan jika bekerja di BPJS Kesehatan dinarasikan mendapatkan gaji tujuh hingga 25 juta, tunjangan, jaminan kesehatan hari tua, kematian, kecelakaan kerja, pensiun dan kesehatan. Selain itu, terdapat juga informasi pendaftaran di wwwlokerblogcom.

Namun, benarkah poster rekrutmen BPJS Kesehatan 2023 tersebut?","Dilansir dari Instagram resmiBPJS Kesehatan, poster rekrutmen tersebut merupakan hoaks.



BPJS Kesehatan hanya mempublikasi rekrutmen melalui website resmi BPJS Kesehatan, dan media sosial BPJS Kesehatan yang sudah terverifikasi maupun media cetak dimasing-masing wilayah kerja BPJS Kesehatan.",https://www.antaranews.com/berita/3747366/hoaks-poster-rekrutmen-bpjs-kesehatan-2023,hoax
"Cek fakta, Shin Tae-yong mengundurkan diri usai Indonesia kalah dari China",ANTARA,21 Oktober 2024,Sepakbola,"Jakarta (ANTARA/JACX) – Sebuah unggahan diFacebookmenarasikan Pelatih Timnas Indonesia Shin Tae-yong mengundurkan diri usai Indonesia kalah melawan China dengan skor 2-1 pada Kualifikasi Piala Dunia 2026 Zona Asia pada 15 Oktober lalu.

Dalam unggahan tersebut juga terdapat tangkapan layar dari sebuah video yang menyebutkan pelatih asal Korea Selatan itu mengundurkan diri.

Berikut narasi dalam unggahan tersebut:

“Breaking news: kekalahan lawan CHINA 2-1 akhirnya membuat STY MUNDUR sebagai PELATIH TIMNAS INDONESIA

Selamat tinggal STY

#STYMUNDUR”

Namun, benarkah Shin Tae-yong mengundurkan diri jadi pelatih Timnas Indonesia usai Indonesia kalah dari China?","Berdasarkan penelusuran, potongan video Shin Tae-yong tersebut serupa dengan unggahan YouTube Extra Time yang berjudul “Komentar Shin Tae-yong Usai Timnas Indonesia Singkirkan Singapura 4-2”.

Dalam video yang diunggah 25 Desember 2021 tersebut, Shin Tae-yong saat konferensi pers setelah lagalegkedua semifinal Piala AFF 2020 antara Indonesia melawan Singapura.



Sebagai informasi, Persatuan Sepak Bola Seluruh Indonesia (PSSI) mengumumkan pelatih timnas Indonesia Shin Tae-yong (STY) bakal menangani skuad Garuda hingga 2027.

Dilansir dari ANTARA, dengan perpanjangan kontrak hingga 2027, STY kini memiliki pekerjaan rumah yang berat dengan mempersiapkan Indonesia bersaing di ronde ketiga zona Asia Kualifikasi Piala Dunia 2026. Skuad Garuda kini tergabung di Grup C bersama Jepang, Australia, Arab Saudi, Bahrain, dan China",https://www.antaranews.com/berita/4411157/cek-fakta-shin-tae-yong-mengundurkan-diri-usai-indonesia-kalah-dari-china,hoax
Hoaks! Artikel Anies nyatakan siap gantikan Prabowo jadi Presiden,ANTARA,12 September 2025,Politik,"Jakarta (ANTARA/JACX) – Sebuah unggahan diFacebookmenampilkan tangkapan layar artikel yang mengklaim Anies Baswedan siap menggantikan Presiden RI ke-8, Prabowo Subianto, jika terjadi keadaan darurat.

Dalam tangkapan layar tersebut, pakar pertahanan Connie Rahakundini Bakrie disebut menegaskan hal itu dalam jumpa pers di kediaman Rizieq Shihab.

Berikut narasi dalam unggahan tersebut:

“Connie bakrie ungkap Anies Baswedan Siap Gantikan prabowo sebagai presiden, tegasnya di pertemuan yang berada di kediaman Rizieq Sihab, kutipan berita dari detiknews #presiden #prabowo #jokowi #gibran #fy #trending #viral #top #fypage”

Namun, benarkah artikel Anies nyatakan siap gantikan Prabowo jadi Presiden tersebut?","Namun, setelah ditelusuri, tidak ditemukan artikel dengan judul seperti yang terlihat dalam tangkapan layar tersebut.

ANTARA mengecek artikel detikNews dengan nama penulis Inkana Putri yang diunggah pada Kamis, 4 September 2025 pukul 08.30 WIB. Hasil penelusuran menunjukkan artikel tersebut sebenarnya berjudul “Raih Kepercayaan Publik, Ini Peran Puspenkum Jaga Citra Kejaksaan”.

Dalam artikel itu tidak ada pernyataan Connie Bakrie yang menyebut Anies Baswedan siap menggantikan Prabowo sebagai presiden.

Dengan demikian, tangkapan layar artikel dalam unggahan tersebut merupakan suntingan.

",https://www.antaranews.com/berita/5103809/hoaks-artikel-anies-nyatakan-siap-gantikan-prabowo-jadi-presiden,hoax
"Timnas Uzbekistan diduga dopping, hingga AFC dan FIFA lakukan blacklist, benarkah?",ANTARA,6 Mei 2024,Sepakbola,"Jakarta (ANTARA/JACX) – Sebuah unggahan video diTikTokmenarasikan bahwa Timnas Uzbekistan tertangkap kamera diduga sedang menhirup doping dan akan dimasukkan ke daftar hitam ataublacklist.

Diketahui ramai video yang ditangkap oleh media Vietnam, Soha, menampilkan momen Pemain Uzbekistan, Khoshimov menghirup benda putih dari tim medis Serigala Putih. Setelah beberapa kali menghirup, Khoshimov langsung bugar bahkan mengancam gawang Indonesia dengan tembakan jarak jauh yang sedikit meleset dari gawang.

Berikut narasi dalam unggahan tersebut:

“Temukan kecurangan hirup diping Uzbekistan resmi diblacklist”

Berikut transkrip video tersebut:

“Timnas Uzbekistan secara mengejutkan diblacklist dari semua turnamen FIFA dan AFC. Keputusan ini menyusul temuan yang mengungkap praktik curang yang dilakukan oleh tim tersebut dalam piala Asia, kini mengguncang komunitas sepak bola internasional. Praktik-praktik curang tersebut mencakup berbagai hal mulai dari upaya mempengaruhi hasil pertandingan hingga penggunaan doping dilaporkan bahwa jumlah pemain dan staf pelatih terlibat dalam skema ini. Ini sangat lah tajam FIFA dan AFC otoritas tertinggi dalam sepak bola dunia segera mengambil langkah tegas. Mereka mengeluarkan pernyataan resmi yang menyatakan bahwa Timnas Uzbekistan akan dilarang berpartisipasi dalam semua Turnamen yang diakui oleh ke-2 organisasi tersebut.”

Namun, benarkah AFC blacklist Uzbekistan karena hirup doping?","Berdasarkan penelusuran, tidak ada pernyataan resmi yang menarasikan Timnas Uzbekistan diblacklist oleh AFC dan FIFA. Dilansir dalam laman resmi FIFA, Uzbekistan sudah dipastikan akan mengikuti cabang olahraga Sepak Bola Putra pada Olimpiade 2024 di Paris.

Sehingga, klaim Uzbekistan dimasukkan ke daftar hitam FIFA merupakan keliru. Diketahui striker Uzbekistan menghirup amonia saat pertandingan melawan Timnas Indonesia U-23 untuk memacu pernafasan, yang mana penggunaan amonia diizinkan dalam olahraga.

",https://www.antaranews.com/berita/4090620/timnas-uzbekistan-diduga-dopping-hingga-afc-dan-fifa-lakukan-blacklist-benarkah,hoax
"Perpanjangan masa jabatan kepala desa dibatalkan MK, benarkah?",ANTARA,10 Januari 2025,Humaniora,"Jakarta (ANTARA/JACX) – Sebuah unggahan video diYouTubemenarasikan Mahkamah Konstitusi (MK) membatalkan perpanjangan masa jabatan kepala desa.

Undang-Undang Nomor 3 Tahun 2024 tentang Desa yang menyebutkan bahwa masa jabatan kades yang sebelumnya enam tahun dalam satu periode dan maksimal menjabat selama tiga periode.

Sedangkan, kepala desa menuntut perpanjangan masa jabatan dari enam tahun menjadi sembilan tahun.

Berikut narasi dalam unggahan tersebut:

“MK Membatalkan Perpanjangan Masa Jabatan Kepala Desa

Ribuan Kepala Desa Menyesal Dan Kecewa”

Namun, benarkah MK batalkan perpanjangan masa jabatan kepala desa?","Presiden Joko Widodo (Jokowi) pada 25 April 2024 menandatangani dokumen Undang-Undang (UU) Nomor 6 Tahun 2014 tentang Desa yang memuat revisi dari sejumlah ketentuan sebelumnya, mulai dari masa jabatan kepala desa (kades) hingga dana rehabilitasi.

Dilansir dariANTARA, sejumlah poin penting dalam dokumen setebal 31 halaman itu, diantaranya terdapat pada pasal 39 yang mengatur masa jabatan kepala desa menjadi delapan tahun dan dapat dipilih maksimal dua kali masa jabatan.



Rancangan UU Desa bergulir sejak Mei 2022 melalui usulan Kementerian Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi (Kemendes PDTT) agar masa jabatan kepala desa diperpanjang.

Baru pada 28 Maret 2024, rapat paripurna DPR menyetujui RUU tentang Perubahan Kedua atas UU Nomor 6 Tahun 2014 tentang Desa menjadi undang-undang setelah melalui rumusan dan rapat pleno.

Kini, sejumlah kepala desa juga sudah menerima surat keputusan (SK) perpanjangan masa jabatan kades sesuai dengan ketentuan yang diatur dalam Undang-Undang Nomor 3 Tahun 2024 tentang Desa. Seperti 293 kades diBanyumas, 233 kades diBatang, 410 kades diBogordan lainnya.Sebelumnya, Muhammad Asri Anas selaku Ketua Umum Perkumpulan Asosiasi Desa Bersatu, bersama tiga kepala desa yaitu Muhadi, Arif Fadillah, dan Wardin Wahid mengajukan permohonan uji materi Pasal 118 huruf e Undang-Undang Nomor 3 Tahun 2024 tentang Perubahan Kedua Atas Undang-Undang Nomor 6 Tahun 2014 tentang Desa (UU Desa).Adapun pasal yang dimaksud mengatur tentang perpanjangan masa jabatan kepala desa yang masa jabatannya berakhir pada Februari 2024.Pemohon merasa dirugikan karena Pasal 118 huruf e hanya mengakomodasi perpanjangan masa jabatan kepala desa yang berakhir hingga Februari 2024. Mereka berpendapat, kepala desa yang masa jabatannya habis pada November 2023, Desember 2023, dan Januari 2024 juga seharusnya mendapatkan perpanjangan dua tahun. Ketentuan yang ada dianggap tidak memberikan kepastian hukum bagi kepala desa di periode tersebut.Namun, Mahkamah Konstitusi (MK) memutuskan tidak dapat menerima permohonan tersebut lantaran dianggap telah kehilangan objek. Sebab norma yang sama telah diputus dalam Putusan Mahkamah Konstitusi Nomor 92/PUU-XXII/2024.""Mengadili, dalam pokok permohonan, menyatakan permohonan para Pemohon tidak dapat diterima,"" ujar Hakim Suhartoyo membacakan amar Putusan Nomor 107/PUU-XXII/2024, dilansir dari lamanMK.Namun meski kehilangan objek, Majelis Hakim Konstitusi tetap menyoroti adanya permasalahan faktual yang berkaitan dengan pengisian jabatan kepala desa. MK meminta agar masalah itu segera diselesaikan oleh pemerintah sesuai dengan peraturan perundang-undangan. Hal tersebut dimaksudkan untuk memenuhi kepastian hukum yang adil perihal masa jabatan kepala desa yang telah berakhir.Cek fakta:Hoaks! Tautan lowongan kerja pendamping lokal desaBaca juga:Menteri Desa dan PDT minta kepala daerah petakan potensi desaBaca juga:Mendes ingatkan kades manfaatkan dana desa untuk kesejahteraan rakyat

Pewarta: Tim JACXEditor: IndrianiCopyright © ANTARA 2025

Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",https://www.antaranews.com/berita/4576358/perpanjangan-masa-jabatan-kepala-desa-dibatalkan-mk-benarkah,hoax
"Cek fakta, Perdana Menteri Israel sebut Indonesia negara miskin dan gila agama",ANTARA,7 Agustus 2024,Dunia,"Jakarta (ANTARA/JACX) – Sebuah unggahan diXmenarasikan Perdana Menteri Israel Benjamin Netanyahu mengatakan Indonesia merupakan negara yang miskin, gila agama dan suka ikut campur urusan negara lain.

Dalam unggahan tersebut juga menyertakan tangkapan layar dari media CNBC berjudul “Netanyahu Sebut: Indonesia Negara Miskin, Gila Agama, Suka Ikut Campur Urusan Negara lain” yang dirilis pada 26 Juli 2024.

Berikut narasi dalam unggahan tersebut:

“Setanyahu sebut Indonesia negara miskin

Yg paling NKRI seharusnya marah dengar ini

Makanya jangan banyak korupasi tambang dll biar Indonesia Sejahtera”

Namun, benarkah Perdana Menteri Israel sebut Indonesia negara miskin dan gila agama?","Berdasarkan penelusuran ANTARA, unggahan CNBC tersebut merupakan editan. Unggahan asli dari CNBC berjudul “Misi Rahasia Netanyahu ke AS, Minta Restu Perang di Negara Ini”. Dalam artikel tersebut dijelaskan Amerika Serikat (AS) disebut telah memberikan dukungan penuh Israel untuk memperluas perang di Lebanon.

Dilansir dariANTARA, Menteri Komunikasi Lebanon Johnny Corm mengatakan Lebanon tidak menginginkan perang dengan Israel dan justru lebih tertarik untuk mengurangi ketegangan di antara kedua pihak.

",https://www.antaranews.com/berita/4243731/cek-fakta-perdana-menteri-israel-sebut-indonesia-negara-miskin-dan-gila-agama,hoax
Benarkah gudang kotak suara ganda ditemukan di Makassar?,ANTARA,4 Januari 2024,Politik,"Jakarta (ANTARA/JACX) – Sebuah video berdurasi 27 detik yang diunggah diFacebookmenarasikan bahwa relawan pasangan calon nomor urut satu Anies Baswedan- Muhaimin Iskandar menemukan gudang kotak suara ganda di Makassar.

Dalam video tersebut, seorang pria menunjukan sejumlah kotak suara disebuah tempat.

Berikut kalimat yang diucapkan pria dalam video tersebut:

“Saya sekarang berada di satu tempat di Makassar, ini kotak-kotak suara tidak berada di kecamatan. Dari TPS dibawa ketempat ini yang tidak diketahui apa wewenangnya, dan ini adalah kotak suara bisa dilihat datang dalam keadaan tidak tersegel, dan sangat memungkinkan tempat-tempat seperti ini masih sangat banyak di kota Makassar,”

Berikut narasi dalam unggahan video tersebut?

“ASTAGHFIRULLAH HALADZIM, GUDANG KOTAK SUARA GANDA HARI INI Ditemukan RELAWAN ANIES di Makassar, bagian rencana curang Pemilu 2024.                                                               Tolong periksa KPU dan KPUD di kota-kota lainnya.

Pasrahkah kalian yang diamanahkan tugas Negara di DPR dan Lembaga² Negara lainya atas rencana para perusak demokrasi ini.?*LAPORKAN KE DPR DAN POLRI* ...VIRAAAL KAN.”

Namun, benarkah gudang kotak suara ganda ditemukan di Makassar tersebut?","Berdasarkan hasil penelusuran Bawaslu Provinsi Sulawesi Selatan, video tersebut sebelumnya pernah beredar ditahun 2019, namun beredar luas lagi seakan-akan terjadi di Pemilu 2024.Koordinator Divisi Humas dan Datin Bawaslu Sulsel Alamsyah menegaskan bahwa video tersebut adalah materi dari Pemilihan Umum 2019 dan tidak relevan dengan tahapan Pemilu 2024.Alamsyah menjelaskan bahwa video tersebut sudah diinvestigasi pada waktu itu dan tindakan korektif telah diambil untuk menjelaskan kondisi dalam video yang beredar tersebut.



“Hasil koordinasi kami siang tadi, pihak KPU Provinsi Sulsel koordinator perencanaan dan logistik (Marzuki) menjelaskan untuk tahapan perakitan kotak suara, saat ini masih dalam keadaan tersegel dan belum di rakit. Informasinya, awal Januari tahun depan baru dilakukan perakitan kotak suara yang sudah terdistribusi,” jelas Alamsyah, dilansir dari lamaBawaslu.

Bawaslu Sulsel mengimbau masyarakat untuk tetap mengandalkan sumber informasi resmi dari Bawaslu dan instansi terkait lainnya.Cek fakta:Misinformasi! KPU tetapkan debat Capres-Cawapres 2024 tanpa penontonBaca juga:TKN soal tudingan Roy Suryo: Ini negara demokrasi, tapi jangan hoaksCek fakta:Hoaks! KPU coret Gibran dari Pilpres buntut aksi provokasi saat debat

Pewarta: Tim JACXEditor: IndrianiCopyright © ANTARA 2024

Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",https://www.antaranews.com/berita/3899274/benarkah-gudang-kotak-suara-ganda-ditemukan-di-makassar,hoax
Hoaks! Video Bahlil ditangkap polisi saat memberikan keterangan pers,ANTARA,12 Juni 2025,Hukum,"Jakarta (ANTARA/JACX) – Sebuah unggahan di media sosialXmenampilkan kompilasi video Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia digelandang petugas kepolisian saat sedang memberikan keterangan di depan awak media.

Dalam video itu, terlihat Bahlil didampingi Sekretaris Kabinet Teddy Indra Wijaya dan Menteri Sekretaris Negara Prasetyo Hadi.Namun, Benarkah Bahlill diusir paksa oleh polisi saat konferensi pers?

Menurut penelusuran ANTARA dengan menggunakan perangkat Google Lens, ditemukan gambar serupa pada video siaran langsung berjudul “LIVE: Keterangan Pers Menteri Terkait Pencabutan 4 IUP di Raja Ampat, 10 Juni 2025” yang dirilis oeh kanal Youtube Gerindra TV pada Selasa (10/6/2015).

Dalam konferensi pers itu, Bahlil mengimbau masyarakat bijak menanggapi tudingan pencemaran laut di Raja Ampat yang viral di media sosial. Ia menekankan pentingnya verifikasi data agar isu lingkungan tidak menimbulkan kepanikan dan merusak citra pariwisata, serta menyerukan penanganan berbasis fakta oleh pihak berwenang.

Dalam konferensi pers itu, tidak ada kejadian polisi menangkap Bahlil seperti di video yang diunggah pada platform X itu.

Selain itu, seragam polisi pada video dalam unggahan tersebut juga berbeda dengan seragam Polri. Pada bagian kanan atas video tersebut terlihat tulisan ""Pixverse AI"", yang merupakan penanda dari aplikasi AI Video Generator bernama Pixverse AI. Aplikasi itu memungkinkan pengguna untuk membuat video dari teks, gambar, atau foto dengan bantuan teknologi kecerdasan buatan (AI).

Dengan demikian video tersebut adalah hoaks atau hasil manipulasi.",N/A,https://www.antaranews.com/berita/4893509/hoaks-video-bahlil-ditangkap-polisi-saat-memberikan-keterangan-pers,hoax
"Dorong perempuan berani lapor, tokoh agama diminta berperan",ANTARA,4 Desember 2025,Humaniora,"Jakarta (ANTARA) - Menteri Pemberdayaan Perempuan dan Perlindungan Anak menekankan pentingnya peran tokoh agama dan tokoh masyarakat untuk memberikan pemahaman kepada masyarakat mengenai kekerasan terhadap perempuan dan bagaimana pencegahannya.

""Kita lihat masih kurang berperannya tokoh agama, tokoh masyarakat, dan juga pemahaman masyarakat secara umum tentang pentingnya pencegahan terhadap kekerasan terhadap perempuan,"" kata Menteri PPPA Arifah Fauzi di sela-sela peluncuran Hasil Analisis Mendalam Survei Pengalaman Hidup Perempuan Nasional (SPHPN) 2024 di Jakarta, Kamis.

Dikatakannya, kekerasan terhadap perempuan adalah fenomena gunung es, di mana jumlah pelaporan jauh lebih kecil dibandingkan dengan jumlah kasus yang terjadi di lapangan.

""Ini fenomena gunung es. Karena sesungguhnya masih banyak sekali yang belum berani melaporkan,"" kata Menteri Arifatul Choiri Fauzi.

Pihaknya prihatin dengan data menurunnya angka pelaporan kekerasan terhadap perempuan pada survei SPHPN 2024.

Menurut dia, diperlukan sinergi dan kolaborasi antarkementerian/lembaga dan pihak terkait untuk meningkatkan kesadaran masyarakat agar berani melapor bila mengetahui ada kasus kekerasan atau menjadi korban kekerasan.

Baca juga:Komnas HAM: UU PDP dan UU TPKS bentuk negara lindungi hak asasiBaca juga:DKI susun revisi Perda Perlindungan Perempuan dan Anak

""Sehingga ini perlu keprihatinan dan kerja sama, kolaborasi kita semua,"" kata Arifah Fauzi.

Persentase perempuan yang melaporkan kekerasan yang dialaminya tercatat menurun pada hasil Survei Pengalaman Hidup Perempuan Nasional (SPHPN) 2024.

""Jika dibandingkan dengan hasil SPHPN 2021, tingkat pelaporan perempuan cenderung menurun dari 12,2 persen menjadi 11,3 persen,"" kata Deputi Bidang Perlindungan Hak Perempuan KemenPPPA, Desy Andriani.

Padahal kesadaran perempuan mengenai kekerasan sudah cukup tinggi dan terus meningkat.

""Temuan SPHPN 2024 menunjukkan bahwa kesadaran perempuan terhadap kekerasan sudah cukup tinggi dan terus meningkat,"" kata Desy Andriani.

Namun ternyata meningkatnya kesadaran mengenai kekerasan belum diiringi dengan tingginya pelaporan kepada lembaga atau pihak berwenang.

""Dari seluruh perempuan yang pernah mengalami kekerasan fisik dan atau seksual oleh pasangan, hanya 11,3 persen yang pernah melapor ke lembaga atau pihak berwenang,"" kata Desy Andriani.

Baca juga:SPHPN 2024 catat pelaporan kekerasan terhadap perempuan menurunBaca juga:Ketua Komisi X DPR RI desak sanksi tegas pelaku kekerasan di kampus

Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",N/A,https://www.antaranews.com/berita/5287873/dorong-perempuan-berani-lapor-tokoh-agama-diminta-berperan?utm_source=antaranews&utm_medium=desktop&utm_campaign=popular_right,hoax
"Hoaks, foto desain uang redenominasi terbaru yang dikeluarkan BI",ANTARA,18 November 2025,Ekonomi,"Jakarta (ANTARAJACX) – Sebuah unggahan diTikTokmenampilkan gambar uang berwarna hijau dengan tulisan “Bank Indonesia” di bagian kiri atas, gambar burung merak di tengah, dan lambang Garuda di bagian kanan atas.

Pada gambar tersebut tercantum nominal satu miliar rupiah. Unggahan itu menarasikan bahwa pemerintah akan memberlakukan redenominasi dengan mengubah nilai Rp1.000 menjadi Rp1.

Berikut narasi dalam unggahan tersebut:

“cara pemerintah Prabowo memberantas koruptor di negara ini. umumkan redenominasi Rp1.000 jadi Rp1”

Namun, benarkah foto yang beredar merupakan desain uang redenominasi terbaru yang dikeluarkan BI?","Berdasarkan penelusuran, tidak ada pernyataan resmi dari Bank Indonesia mengenai penerbitan desain rupiah baru.

Terkait redenominasi, Menteri Keuangan Purbaya Yudhi Sadewa menegaskan bahwa kebijakan penyederhanaan nilai rupiah tidak akan diterapkan tahun ini maupun tahun depan.

Pemerintah memastikan redenominasi tidak dilakukan dalam waktu dekat.

Saat ini, pemerintah memang sedang menyiapkan Rancangan Undang-Undang (RUU) tentang Perubahan Harga Rupiah (Redenominasi), yang ditargetkan rampung pada 2027.



RUU tersebut mengatur penyederhanaan nominal rupiah tanpa mengubah nilai riil atau daya beli masyarakat.

RUU Redenominasi juga telah masuk dalam Program Legislasi Nasional (Prolegnas) Jangka Menengah 2025–2029 sebagai inisiatif pemerintah atas usulan Bank Indonesia.",https://www.antaranews.com/berita/5248433/hoaks-foto-desain-uang-redenominasi-terbaru-yang-dikeluarkan-bi,hoax
"Cek fakta, pemerintah bungkam suara dengan matikan fitur live TikTok",ANTARA,2 September 2025,Lifestyle,"Jakarta (ANTARA/JACX) – Sebuah unggahan di Facebook menarasikan bahwa pemerintah membungkam suara masyarakat dengan mematikan fitur siaran langsung (live) di aplikasi TikTok.

Sejak demonstrasi menuntut penghapusan tunjangan DPR pada 25 Agustus 2025 memanas, fitur live TikTok banyak digunakan peserta aksi untuk menyiarkan situasi di lapangan.

Unggahan itu menulis:

“Pemerintah sudah menghalalkan segala cara dengan bungkam suara, selain semua listrik dimatikan, fitur live ditiktok jg hilang. Mohon jaga diri baik² Kawan”

Namun, benarkah pemerintah bungkam suara dengan matikan fitur live TikTok?","Menteri Komunikasi dan Digital (Menkomdigi), Meutya Hafid, menjelaskan bahwa penutupan fitur live dilakukan secara sukarela oleh pihak TikTok, bukan atas instruksi pemerintah.

""Live TikTok itu kami pun melihat dari pemberitahuan yang dilakukan oleh TikTok, bahwa mereka melakukan secara sukarela untuk penutupan fitur live dan kami justru berharap bahwa ini berlangsung tidak lama,"" katanya, dilansir dariANTARA.

Meutya menyampaikan, Presiden Prabowo Subianto telah menekankan bahwa negara terbuka dan mendengarkan aspirasi masyarakat, termasuk masukan terkait keberadaan fitur live TikTok.

Juru bicara TikTok juga menegaskan, penangguhan fitur live di Indonesia mulai Sabtu (30/8) malam dilakukan secara sukarela.



Langkah ini diambil karena fitur tersebut dalam sepekan terakhir banyak digunakan untuk menayangkan aksi demonstrasi.

TikTok menyatakan akan menangguhkan fitur live hanya sementara, sambil terus menghapus konten yang melanggar Panduan Komunitas dan memantau situasi yang berkembang.

""Sebagai bagian dari langkah ini, kami secara sukarela menangguhkan fitur TikTok LIVE selama beberapa hari ke depan di Indonesia.Kami juga terus menghapus konten yang melanggar Panduan Komunitas dan memantau situasi yang ada,"" ujarnya, dilansir dariANTARA.Jadi, tidak benar pemerintah membungkan suara masyarakat dengan mematikan fitur live TikTok.Cek fakta:Cek Fakta, Rumah Wagub Jatim Emil Dardak dibakar dan dijarah massaCek fakta:Cek fakta, pemerintah larang media untuk meliput aksi demo DPRBaca juga:TikTok nonaktifkan sukarela fitur ""LIVE"" di Sabtu malam imbas demo

Pewarta: Tim JACXEditor: M Arief IskandarCopyright © ANTARA 2025

Dilarang keras mengambil konten, melakukan crawling atau pengindeksan otomatis untuk AI di situs web ini tanpa izin tertulis dari Kantor Berita ANTARA.",https://www.antaranews.com/berita/5080817/cek-fakta-pemerintah-bungkam-suara-dengan-matikan-fitur-live-tiktok,hoax
"WHO denda Rp500 juta untuk pengobatan alternatif seperti bekam, pijat obat herbal, benarkah?",ANTARA,31 Mei 2024,Humaniora,"Jakarta (ANTARA/JACX) – Sebuah unggahan video beredar diFacebookmenarasikan per tanggal 27 Mei 2024 WHO Pandemy Treaty ditandatangani oleh Pemerintah Indonesia, yang mana pengobatan herbal atau tradisional seperti bekam, pijat, ataupun obat alami akan dilarang karena dianggap melanggar hukum.

Berikut narasi dalam unggahan tersebut:

“Masalahnya jika

Tanggal 27 Mei 2024 WHO Pandemy Treaty di tandatangani oleh Pejabat Indonesia

Herbal, bekam, pijat, pengobatan alami, di larang.

Di anggap melanggar hukum

Bisa di penjara atau denda Rp 500 juta

Tidak bisa menolak vaksinasi, kalau menolak masuk penjara atau denda Rp 500 juta

Berlaku 30 hari setelah penandatanganan WHO Pandemy Treaty

Jadi kedaulatan kesehatan Rakyat Indonesia sudah tidak ada lagi

Semua hanya atas instruksi WHO, jika sakit di rawat di rumah , ketahuan oleh aparat, maka akan di ambil paksa di bawa ke RS, dan dilakukan pengobatan cara WHO”

Namun, benarkah WHO denda Rp500 juta untuk pengobatan alternatif seperti bekam, pijat maupun obat herbal?","Kementerian Kesehatan (Kemenkes)dalam akun instagram resminya menyatakan informasi tersebut tidak benar. Perjanjian Pandemi Treaty disusun untuk mencegah pandemi yang berpotensi terjadi pada masa depan.

Dalam perjanjian tersebut, tidak ada sama sekali pembahasan tentang pelarangan maupun penerapan denda pada pengobatan alternatif.

Dilansir dari lamanANTARA, Kementerian Luar Negeri mengatakan bahwa Indonesia terus mengupayakan untuk mempromosikan inklusivitas dalam negosiasi perjanjian atau persetujuan pandemi (Pandemic Treaty/Agreement).



Dalam diskusi bersama Kementerian Kesehatan, Penny menjelaskan bahwa perjanjian atau persetujuan pandemi tersebut adalah sebuah instrumen legal yang diharapkan berisi kesepakatan tata kelola kesehatan global dengan tujuan mencegah pandemi.

Di dalamnya, perjanjian tersebut mengatur hak dan kewajiban negara dalam menghadapi ancaman pandemi pada masa mendatang.

Dlansir dari lamanWHO, program pengobatan tradisional WHO dimulai pada tahun 1976; pengobatan tradisional yang berasal dari pengobatan Tiongkok kuno (sekarang umum digunakan di Cina, Jepang, Republik Korea, dan tempat lain di seluruh dunia).

Pada tahun 2022, WHO mendirikan Pusat Pengobatan Tradisional Global WHO sebagai tanggapan atas meningkatnya minat dan permintaan global untuk pengobatan tradisional berbasis bukti. Ini adalah pusat global WHO pertama dan satu-satunya yang didedikasikan untuk pengobatan tradisional.",https://www.antaranews.com/berita/4129908/who-denda-rp500-juta-untuk-pengobatan-alternatif-seperti-bekam-pijat-obat-herbal-benarkah,hoax
